O,H,L,C,V,T,BV
0.00181009,0.00181009,0.00181009,0.00181009,20,2018-06-05T10:56:00,0.0362018
0.00180767,0.00180877,0.00180767,0.00180877,21.01509708,2018-06-05T11:00:00,0.03800896
0.00180932,0.00180932,0.00180932,0.00180932,8.04838792,2018-06-05T11:01:00,0.0145621
0.00182321,0.00182915,0.00182285,0.00182915,288.62423616,2018-06-05T11:03:00,0.52751724
0.001813,0.0018168,0.001813,0.0018168,13.72420981,2018-06-05T11:27:00,0.02492534
0.00181692,0.00181692,0.00180601,0.00180601,0.83329677,2018-06-05T11:35:00,0.00150802
0.00181836,0.00181836,0.00181836,0.00181836,2.51589468,2018-06-05T11:38:00,0.0045748
0.00181467,0.00181467,0.00181467,0.00181467,29.18184005,2018-06-05T11:42:00,0.05295539
0.00180601,0.00180601,0.00180601,0.00180601,21.06395665,2018-06-05T11:44:00,0.03804171
0.00180601,0.00180601,0.00180601,0.00180601,2.93616515,2018-06-05T11:47:00,0.00530274
0.00181467,0.00182123,0.00181467,0.00182123,27.49143614,2018-06-05T11:52:00,0.05006444
0.00180821,0.00180821,0.0018082,0.0018082,24.03490431,2018-06-05T11:55:00,0.04346002
0.00180601,0.00180627,0.00180601,0.00180627,54.75367493,2018-06-05T11:58:00,0.09889168
0.00180574,0.00180574,0.00180574,0.00180574,2.47854794,2018-06-05T11:59:00,0.00447561
0.00182132,0.00182141,0.00182132,0.00182141,10.98098642,2018-06-05T12:09:00,0.02000063
0.00182141,0.00182141,0.00182141,0.00182141,8.308251,2018-06-05T12:11:00,0.01513273
0.00180806,0.00180806,0.00180806,0.00180806,7.3,2018-06-05T12:20:00,0.01319883
0.0018091,0.0018091,0.0018091,0.0018091,1.13092032,2018-06-05T12:59:00,0.00204594
0.00181825,0.00181825,0.00181825,0.00181825,29.04858797,2018-06-05T13:08:00,0.05281758
0.00180806,0.00180806,0.00180806,0.00180806,15,2018-06-05T13:09:00,0.0271209
0.00180784,0.00180784,0.00180784,0.00180784,0.97490034,2018-06-05T13:10:00,0.00176246
0.00180573,0.00180573,0.00180573,0.00180573,43.38870113,2018-06-05T13:11:00,0.07834827
0.00180304,0.00180304,0.00180256,0.00180256,6.86981112,2018-06-05T13:12:00,0.01238412
0.00180228,0.00180228,0.00180228,0.00180228,7.94272938,2018-06-05T13:21:00,0.01431502
0.00180055,0.00180055,0.00179838,0.00179838,84.77,2018-06-05T13:25:00,0.15254148
0.00180039,0.00180039,0.00180039,0.00180039,0.46363966,2018-06-05T13:28:00,0.00083473
0.00181504,0.00181504,0.00181504,0.00181504,1.53120806,2018-06-05T13:31:00,0.0027792
0.0018145,0.0018145,0.0018145,0.0018145,0.3,2018-06-05T13:33:00,0.00054435
0.00180086,0.00180086,0.00180086,0.00180086,0.28,2018-06-05T13:38:00,0.00050424
0.00181391,0.00181391,0.00181391,0.00181391,2.0844249,2018-06-05T13:39:00,0.00378095
0.00180105,0.00180105,0.00179967,0.00179967,25.96566055,2018-06-05T13:40:00,0.04675548
0.00179861,0.00179861,0.00179861,0.00179861,9.18505523,2018-06-05T13:41:00,0.01652033
0.00180049,0.00180049,0.00180048,0.00180048,9.13281104,2018-06-05T13:43:00,0.01644351
0.00179976,0.00179976,0.00179976,0.00179976,39,2018-06-05T13:50:00,0.07019062
